UncalGyro,elapsedRealtimeNanos,utcTimeMillis,UncalGyroXRadPerSec,UncalGyroYRadPerSec,UncalGyroZRadPerSec,DriftXRadPerSec,DriftYRadPerSec,DriftZRadPerSec
UGys,165637093772769,1684642511312,-0.011911522,-0.01099525,-0.0,-0.003604275,-0.013874966,0.0013728924
UGys,165637096655998,1684642511315,-0.013133216,-0.012216945,-0.0012216945,-0.003604275,-0.013874966,0.0013728924
UGys,165637098816467,1684642511317,-0.01007898,-0.01099525,-6.1084726E-4,-0.003604275,-0.013874966,0.0013728924
UGys,165637101525478,1684642511320,-0.008857286,-0.011606098,-0.002443389,-0.003604275,-0.013874966,0.0013728924
UGys,165637103230686,1684642511321,-0.0076355906,-0.009773556,-0.002443389,-0.003604275,-0.013874966,0.0013728924
UGys,165637105854384,1684642511324,-0.009468133,-0.01099525,-0.002443389,-0.003604275,-0.013874966,0.0013728924
UGys,165637108104540,1684642511326,-0.008246438,-0.011606098,-6.1084726E-4,-0.003604275,-0.013874966,0.0013728924
UGys,165637111357457,1684642511330,-0.006413896,-0.010384403,-0.0018325418,-0.003604275,-0.013874966,0.0013728924
UGys,165637113255946,1684642511331,-0.0076355906,-0.01099525,-0.0018325418,-0.003604275,-0.013874966,0.0013728924
UGys,165637115774228,1684642511334,-0.0070247436,-0.010384403,-0.0018325418,-0.003604275,-0.013874966,0.0013728924
UGys,165637118990269,1684642511337,-0.008246438,-0.009773556,-0.0030542363,-0.003604275,-0.013874966,0.0013728924
UGys,165637121262561,1684642511339,-0.0070247436,-0.011606098,-0.0030542363,-0.003604275,-0.013874966,0.0013728924
UGys,165637123263030,1684642511341,-0.0070247436,-0.01343864,-0.0030542363,-0.003604275,-0.013874966,0.0013728924
UGys,165637125678446,1684642511344,-0.008857286,-0.014660334,-0.004886778,-0.003604275,-0.013874966,0.0013728924
UGys,165637129668238,1684642511348,-0.008857286,-0.015271181,-0.0030542363,-0.003604275,-0.013874966,0.0013728924
UGys,165637132173290,1684642511350,-0.01007898,-0.014049487,-0.0018325418,-0.003604275,-0.013874966,0.0013728924
UGys,165637132953498,1684642511351,-0.010689827,-0.014660334,-0.0036650836,-0.003604275,-0.013874966,0.0013728924
UGys,165637135973446,1684642511354,-0.0070247436,-0.015271181,-0.0030542363,-0.003604275,-0.013874966,0.0013728924
UGys,165637138038550,1684642511356,-0.0076355906,-0.016492875,-0.0030542363,-0.003604275,-0.013874966,0.0013728924
UGys,165637141095269,1684642511359,-0.008246438,-0.016492875,-0.0018325418,-0.003604275,-0.013874966,0.0013728924
UGys,165637142633030,1684642511361,-0.006413896,-0.014660334,-0.0018325418,-0.003604275,-0.013874966,0.0013728924
UGys,165637145607978,1684642511364,-0.0045813546,-0.014049487,-0.0012216945,-0.003604275,-0.013874966,0.0013728924
UGys,165637149922509,1684642511368,-0.0027488125,-0.017103724,-0.0036650836,-0.003604275,-0.013874966,0.0013728924
UGys,165637151222196,1684642511369,-0.0027488125,-0.014660334,-0.0030542363,-0.003604275,-0.013874966,0.0013728924
UGys,165637152491415,1684642511371,-0.0045813546,-0.016492875,-0.002443389,-0.003604275,-0.013874966,0.0013728924
UGys,165637155750113,1684642511374,-0.0027488125,-0.015882028,-0.0018325418,-0.003604275,-0.013874966,0.0013728924
UGys,165637158250425,1684642511376,-3.0542363E-4,-0.01343864,-0.002443389,-0.003604275,-0.013874966,0.0013728924
UGys,165637160728498,1684642511379,-0.0021379655,-0.015882028,-0.002443389,-0.003604275,-0.013874966,0.0013728924
UGys,165637162405998,1684642511381,-0.0015271181,-0.016492875,-0.0012216945,-0.003604275,-0.013874966,0.0013728924
UGys,165637165053550,1684642511383,-3.0542363E-4,-0.015882028,-0.0012216945,-0.003604275,-0.013874966,0.0013728924
UGys,165637168092144,1684642511386,-9.162709E-4,-0.017714571,-6.1084726E-4,-0.003604275,-0.013874966,0.0013728924
UGys,165637172087040,1684642511390,-9.162709E-4,-0.015271181,-0.0,-0.003604275,-0.013874966,0.0013728924
UGys,165637172589696,1684642511391,-9.162709E-4,-0.017714571,-0.0,-0.003604275,-0.013874966,0.0013728924
UGys,165637175087925,1684642511393,-3.0542363E-4,-0.02015796,-0.0,-0.003604275,-0.013874966,0.0013728924
UGys,165637177508342,1684642511396,-0.0015271181,-0.019547112,-0.0,-0.003604275,-0.013874966,0.0013728924
UGys,165637181226102,1684642511399,-0.0021379655,-0.020768806,0.0012216945,-0.003604275,-0.013874966,0.0013728924
UGys,165637182534071,1684642511401,-0.0027488125,-0.020768806,0.0018325418,-0.003604275,-0.013874966,0.0013728924
UGys,165637184926467,1684642511403,-0.0027488125,-0.021379653,0.002443389,-0.003604275,-0.013874966,0.0013728924
UGys,165637187658498,1684642511406,-0.0015271181,-0.0219905,6.1084726E-4,-0.003604275,-0.013874966,0.0013728924
UGys,165637191173759,1684642511409,-0.0021379655,-0.02015796,6.1084726E-4,-0.003604275,-0.013874966,0.0013728924
UGys,165637192093602,1684642511410,-0.0021379655,-0.019547112,0.0018325418,-0.003604275,-0.013874966,0.0013728924
UGys,165637195094280,1684642511413,3.0542363E-4,-0.019547112,6.1084726E-4,-0.003604275,-0.013874966,0.0013728924
UGys,165637197725373,1684642511416,0.0027488125,-0.019547112,-0.0,-0.003604275,-0.013874966,0.0013728924
UGys,165637201297873,1684642511419,0.0021379655,-0.018325418,0.004275931,-0.003604275,-0.013874966,0.0013728924
UGys,165637202100686,1684642511420,0.0015271181,-0.018936265,0.0012216945,-0.003604275,-0.013874966,0.0013728924
UGys,165637204454436,1684642511423,0.00335966,-0.018325418,-6.1084726E-4,-0.003604275,-0.013874966,0.0013728924
UGys,165637207977873,1684642511426,0.0015271181,-0.02015796,-6.1084726E-4,-0.003604275,-0.013874966,0.0013728924
UGys,165637210823446,1684642511429,0.00335966,-0.02015796,-0.0,-0.003604275,-0.013874966,0.0013728924
UGys,165637212269748,1684642511430,0.0051922016,-0.019547112,-0.0,-0.003604275,-0.013874966,0.0013728924
UGys,165637214383811,1684642511433,0.00335966,-0.020768806,-6.1084726E-4,-0.003604275,-0.013874966,0.0013728924
UGys,165637218201102,1684642511436,0.0015271181,-0.02260135,-0.0012216945,-0.003604275,-0.013874966,0.0013728924
UGys,165637219582665,1684642511438,0.0027488125,-0.023823043,-0.0018325418,-0.003604275,-0.013874966,0.0013728924
UGys,165637222149540,1684642511440,0.0045813546,-0.025655584,0.0018325418,-0.003604275,-0.013874966,0.0013728924
UGys,165637224333030,1684642511443,0.0045813546,-0.026266431,-6.1084726E-4,-0.003604275,-0.013874966,0.0013728924
UGys,165637227399644,1684642511446,0.00335966,-0.02443389,-0.0,-0.003604275,-0.013874966,0.0013728924
UGys,165637229847405,1684642511448,0.00335966,-0.025044737,-0.0012216945,-0.003604275,-0.013874966,0.0013728924
UGys,165637231793134,1684642511450,0.00335966,-0.025044737,6.1084726E-4,-0.003604275,-0.013874966,0.0013728924
UGys,165637234267457,1684642511452,0.003970507,-0.02443389,-0.0018325418,-0.003604275,-0.013874966,0.0013728924
UGys,165637238007977,1684642511456,0.0051922016,-0.023212196,-0.0012216945,-0.003604275,-0.013874966,0.0013728924
UGys,165637239455946,1684642511458,0.0045813546,-0.023823043,-6.1084726E-4,-0.003604275,-0.013874966,0.0013728924
UGys,165637242293290,1684642511460,0.0045813546,-0.025044737,-0.0012216945,-0.003604275,-0.013874966,0.0013728924
UGys,165637244552717,1684642511463,0.0051922016,-0.026266431,-0.002443389,-0.003604275,-0.013874966,0.0013728924
UGys,165637247877561,1684642511466,0.005803049,-0.02443389,-0.0012216945,-0.003604275,-0.013874966,0.0013728924
UGys,165637249483602,1684642511468,0.005803049,-0.02260135,-0.0,-0.003604275,-0.013874966,0.0013728924
UGys,165637251429540,1684642511470,0.006413896,-0.02260135,-0.002443389,-0.003604275,-0.013874966,0.0013728924
UGys,165637254897196,1684642511473,0.006413896,-0.0219905,-0.0030542363,-0.003604275,-0.013874966,0.0013728924
UGys,165637256647092,1684642511475,0.005803049,-0.021379653,-0.0012216945,-0.003604275,-0.013874966,0.0013728924
UGys,165637259445582,1684642511478,0.005803049,-0.02260135,-6.1084726E-4,-0.003604275,-0.013874966,0.0013728924
UGys,165637261742509,1684642511480,0.005803049,-0.02260135,-0.0012216945,-0.003604275,-0.013874966,0.0013728924
UGys,165637264521363,1684642511483,0.0045813546,-0.021379653,-0.0,-0.003604275,-0.013874966,0.0013728924
UGys,165637266875582,1684642511485,0.0051922016,-0.02443389,-0.0012216945,-0.003604275,-0.013874966,0.0013728924
UGys,165637268857613,1684642511487,0.005803049,-0.023823043,-0.004275931,-0.003604275,-0.013874966,0.0013728924
UGys,165637271775842,1684642511490,0.003970507,-0.023212196,-0.002443389,-0.003604275,-0.013874966,0.0013728924
UGys,165637274039123,1684642511492,0.003970507,-0.023212196,-0.0036650836,-0.003604275,-0.013874966,0.0013728924
UGys,165637276428498,1684642511495,0.0045813546,-0.02443389,-0.002443389,-0.003604275,-0.013874966,0.0013728924
UGys,165637278701675,1684642511497,0.0051922016,-0.025044737,-0.0030542363,-0.003604275,-0.013874966,0.0013728924
UGys,165637281305477,1684642511499,0.0051922016,-0.02443389,-0.004275931,-0.003604275,-0.013874966,0.0013728924
UGys,165637284343811,1684642511503,0.0045813546,-0.023212196,-0.004275931,-0.003604275,-0.013874966,0.0013728924
UGys,165637286596884,1684642511505,0.0051922016,-0.025655584,-0.0036650836,-0.003604275,-0.013874966,0.0013728924
UGys,165637288913290,1684642511507,0.003970507,-0.025655584,-0.0018325418,-0.003604275,-0.013874966,0.0013728924
UGys,165637291517769,1684642511510,0.0051922016,-0.023212196,-0.0012216945,-0.003604275,-0.013874966,0.0013728924
UGys,165637294018290,1684642511512,0.006413896,-0.02260135,-0.0018325418,-0.003604275,-0.013874966,0.0013728924
UGys,165637296858238,1684642511515,0.005803049,-0.023212196,-0.0018325418,-0.003604275,-0.013874966,0.0013728924
UGys,165637298820738,1684642511517,0.0051922016,-0.02260135,-0.002443389,-0.003604275,-0.013874966,0.0013728924
UGys,165637301416102,1684642511520,0.005803049,-0.023823043,-0.004275931,-0.003604275,-0.013874966,0.0013728924
UGys,165637303983759,1684642511522,0.0045813546,-0.021379653,-0.004886778,-0.003604275,-0.013874966,0.0013728924
UGys,165637306199175,1684642511524,0.0045813546,-0.02260135,-0.005497625,-0.003604275,-0.013874966,0.0013728924
UGys,165637308630738,1684642511527,0.0045813546,-0.023823043,-0.004886778,-0.003604275,-0.013874966,0.0013728924
UGys,165637311162769,1684642511529,0.0045813546,-0.0219905,-0.0036650836,-0.003604275,-0.013874966,0.0013728924
UGys,165637313511988,1684642511532,0.005803049,-0.0219905,-0.004886778,-0.003604275,-0.013874966,0.0013728924
UGys,165637315782196,1684642511534,0.00335966,-0.02260135,-0.0018325418,-0.003604275,-0.013874966,0.0013728924
UGys,165637318728602,1684642511537,0.00335966,-0.023212196,-0.0036650836,-0.003604275,-0.013874966,0.0013728924
UGys,165637321110217,1684642511539,0.0027488125,-0.02443389,-0.004275931,-0.003604275,-0.013874966,0.0013728924
UGys,165637323687613,1684642511542,0.0021379655,-0.026266431,-0.0061084726,-0.003604275,-0.013874966,0.0013728924
UGys,165637326149592,1684642511544,0.0027488125,-0.023212196,-0.004275931,-0.003604275,-0.013874966,0.0013728924
UGys,165637329323082,1684642511547,0.0027488125,-0.023212196,-0.004275931,-0.003604275,-0.013874966,0.0013728924
UGys,165637331114280,1684642511549,0.0015271181,-0.023823043,-0.0036650836,-0.003604275,-0.013874966,0.0013728924
UGys,165637333554175,1684642511552,9.162709E-4,-0.020768806,-0.004886778,-0.003604275,-0.013874966,0.0013728924
UGys,165637335765269,1684642511554,0.0015271181,-0.021379653,-0.004275931,-0.003604275,-0.013874966,0.0013728924
UGys,165637339386727,1684642511558,9.162709E-4,-0.02015796,-0.004886778,-0.003604275,-0.013874966,0.0013728924
UGys,165637341345477,1684642511560,0.0015271181,-0.02015796,-0.004275931,-0.003604275,-0.013874966,0.0013728924
UGys,165637343358915,1684642511562,0.0015271181,-0.020768806,-0.005497625,-0.003604275,-0.013874966,0.0013728924
UGys,165637345727717,1684642511564,0.0027488125,-0.018325418,-0.005497625,-0.003604275,-0.013874966,0.0013728924
UGys,165637350331415,1684642511569,9.162709E-4,-0.017714571,-0.004275931,-0.003604275,-0.013874966,0.0013728924
UGys,165637351597665,1684642511570,0.0021379655,-0.018936265,-0.00671932,-0.003604275,-0.013874966,0.0013728924
UGys,165637353452873,1684642511572,0.0021379655,-0.02015796,-0.005497625,-0.003604275,-0.013874966,0.0013728924
UGys,165637355383915,1684642511574,0.0015271181,-0.018325418,-0.0061084726,-0.003604275,-0.013874966,0.0013728924
UGys,165637358920894,1684642511577,9.162709E-4,-0.021379653,-0.007941014,-0.003604275,-0.013874966,0.0013728924
UGys,165637361303186,1684642511579,-3.0542363E-4,-0.02015796,-0.007330167,-0.003604275,-0.013874966,0.0013728924
UGys,165637363468394,1684642511582,-0.00335966,-0.0219905,-0.009162709,-0.003604275,-0.013874966,0.0013728924
UGys,165637365254748,1684642511583,-0.00335966,-0.0219905,-0.010384403,-0.003604275,-0.013874966,0.0013728924
UGys,165637367736259,1684642511586,-0.0027488125,-0.020768806,-0.01099525,-0.003604275,-0.013874966,0.0013728924
UGys,165637371892352,1684642511590,-0.003970507,-0.018936265,-0.011606098,-0.003604275,-0.013874966,0.0013728924
UGys,165637373537821,1684642511592,-0.0045813546,-0.018936265,-0.012827792,-0.003604275,-0.013874966,0.0013728924
UGys,165637375173082,1684642511593,-0.003970507,-0.017103724,-0.014049487,-0.003604275,-0.013874966,0.0013728924
UGys,165637378174957,1684642511596,-0.0027488125,-0.015882028,-0.014660334,-0.003604275,-0.013874966,0.0013728924
UGys,165637382174436,1684642511600,-0.00335966,-0.017714571,-0.01343864,-0.003604275,-0.013874966,0.0013728924
UGys,165637383122613,1684642511601,-0.0021379655,-0.015882028,-0.01343864,-0.003604275,-0.013874966,0.0013728924
UGys,165637385299748,1684642511603,-0.0015271181,-0.015271181,-0.014660334,-0.003604275,-0.013874966,0.0013728924
UGys,165637388015946,1684642511606,-0.0027488125,-0.014660334,-0.012827792,-0.003604275,-0.013874966,0.0013728924
UGys,165637391244540,1684642511609,-0.003970507,-0.01343864,-0.012216945,-0.003604275,-0.013874966,0.0013728924
UGys,165637404807404,1684642511623,-0.00335966,-0.014660334,-0.014049487,-0.003604275,-0.013874966,0.0013728924
UGys,165637417907040,1684642511636,-0.0051922016,-0.012827792,-0.01343864,-0.003604275,-0.013874966,0.0013728924
UGys,165637418030165,1684642511636,-0.006413896,-0.01343864,-0.014660334,-0.003604275,-0.013874966,0.0013728924
UGys,165637418603186,1684642511637,-0.006413896,-0.01343864,-0.015271181,-0.003604275,-0.013874966,0.0013728924
UGys,165637418641050,1684642511637,-0.0076355906,-0.01343864,-0.015882028,-0.003604275,-0.013874966,0.0013728924
UGys,165637420200061,1684642511638,-0.0076355906,-0.014049487,-0.014660334,-0.003604275,-0.013874966,0.0013728924
UGys,165637420288186,1684642511638,-0.009468133,-0.014660334,-0.016492875,-0.003604275,-0.013874966,0.0013728924
UGys,165637420509957,1684642511639,-0.008246438,-0.01343864,-0.015271181,-0.003604275,-0.013874966,0.0013728924
UGys,165637421874332,1684642511640,-0.008246438,-0.014660334,-0.01343864,-0.003604275,-0.013874966,0.0013728924
UGys,165637421887977,1684642511640,-0.0076355906,-0.014660334,-0.01099525,-0.003604275,-0.013874966,0.0013728924
UGys,165637421906832,1684642511640,-0.0070247436,-0.016492875,-0.012216945,-0.003604275,-0.013874966,0.0013728924
UGys,165637422039540,1684642511640,-0.0076355906,-0.014660334,-0.012827792,-0.003604275,-0.013874966,0.0013728924
UGys,165637423086415,1684642511641,-0.009468133,-0.012216945,-0.011606098,-0.003604275,-0.013874966,0.0013728924
UGys,165637425743759,1684642511644,-0.009468133,-0.009162709,-0.01343864,-0.003604275,-0.013874966,0.0013728924
UGys,165637427375373,1684642511646,-0.008857286,-0.009773556,-0.014049487,-0.003604275,-0.013874966,0.0013728924
UGys,165637430639436,1684642511649,-0.01007898,-0.01099525,-0.010384403,-0.003604275,-0.013874966,0.0013728924
UGys,165637431865634,1684642511650,-0.01007898,-0.012216945,-0.01343864,-0.003604275,-0.013874966,0.0013728924
UGys,165637435463082,1684642511654,-0.009468133,-0.012827792,-0.014660334,-0.003604275,-0.013874966,0.0013728924
UGys,165637437932769,1684642511656,-0.008857286,-0.01099525,-0.014660334,-0.003604275,-0.013874966,0.0013728924
UGys,165637439470634,1684642511658,-0.01007898,-0.012827792,-0.014049487,-0.003604275,-0.013874966,0.0013728924
UGys,165637442469800,1684642511661,-0.008857286,-0.012216945,-0.012216945,-0.003604275,-0.013874966,0.0013728924
UGys,165637444601936,1684642511663,-0.010689827,-0.01099525,-0.01099525,-0.003604275,-0.013874966,0.0013728924
UGys,165637446911832,1684642511665,-0.011300675,-0.011606098,-0.009162709,-0.003604275,-0.013874966,0.0013728924
