UncalAccel,elapsedRealtimeNanos,utcTimeMillis,UncalAccelXMps2,UncalAccelYMps2,UncalAccelZMps2,BiasXMps2,BiasYMps2,BiasZMps2
UAcc,121793977756044,1684598668196,0.19351953,0.051146585,9.901799,0.0,0.0,0.0
UAcc,121793979234013,1684598668197,0.20787647,0.072681986,9.88505,0.0,0.0,0.0
UAcc,121793983099950,1684598668201,0.21744776,0.055932228,9.894621,0.0,0.0,0.0
UAcc,121793984471357,1684598668203,0.20548365,0.063110694,9.880263,0.0,0.0,0.0
UAcc,121793987116825,1684598668205,0.19351953,0.055932228,9.889835,0.0,0.0,0.0
UAcc,121793989281721,1684598668207,0.21505493,0.067896344,9.901799,0.0,0.0,0.0
UAcc,121793993574221,1684598668212,0.19591236,0.063110694,9.88505,0.0,0.0,0.0
UAcc,121793994124690,1684598668212,0.17198412,0.053539407,9.897014,0.0,0.0,0.0
UAcc,121793997436929,1684598668216,0.17916259,0.02961118,9.91137,0.0,0.0,0.0
UAcc,121793999470679,1684598668218,0.19351953,0.043968115,9.920941,0.0,0.0,0.0
UAcc,121794003436461,1684598668222,0.21026929,0.04636094,9.918549,0.0,0.0,0.0
UAcc,121794003894429,1684598668222,0.200698,0.06550352,9.9089775,0.0,0.0,0.0
UAcc,121794006641148,1684598668225,0.20787647,0.041575294,9.937692,0.0,0.0,0.0
UAcc,121794008911044,1684598668227,0.19591236,0.060717873,9.918549,0.0,0.0,0.0
UAcc,121794012748596,1684598668231,0.17916259,0.067896344,9.894621,0.0,0.0,0.0
UAcc,121794013833857,1684598668232,0.22462623,0.04875376,9.899406,0.0,0.0,0.0
UAcc,121794016870002,1684598668235,0.19830517,0.055932228,9.906585,0.0,0.0,0.0
UAcc,121794018922607,1684598668237,0.18634106,0.063110694,9.9089775,0.0,0.0,0.0
UAcc,121794023154377,1684598668241,0.19830517,0.053539407,9.906585,0.0,0.0,0.0
UAcc,121794023821044,1684598668242,0.19830517,0.07507481,9.918549,0.0,0.0,0.0
UAcc,121794027403752,1684598668246,0.1911267,0.07986046,9.906585,0.0,0.0,0.0
UAcc,121794029031513,1684598668247,0.18873389,0.0846461,9.899406,0.0,0.0,0.0
UAcc,121794033513179,1684598668252,0.20787647,0.03918247,9.928121,0.0,0.0,0.0
UAcc,121794034252086,1684598668252,0.1911267,0.051146585,9.894621,0.0,0.0,0.0
UAcc,121794037511304,1684598668256,0.18873389,0.041575294,9.906585,0.0,0.0,0.0
UAcc,121794038725107,1684598668257,0.20309082,0.053539407,9.892228,0.0,0.0,0.0
UAcc,121794041563804,1684598668260,0.2222334,0.072681986,9.897014,0.0,0.0,0.0
UAcc,121794043607190,1684598668262,0.20548365,0.055932228,9.892228,0.0,0.0,0.0
UAcc,121794046604117,1684598668265,0.19830517,0.043968115,9.901799,0.0,0.0,0.0
UAcc,121794048982763,1684598668267,0.1911267,0.04875376,9.904192,0.0,0.0,0.0
UAcc,121794051753232,1684598668270,0.19591236,0.055932228,9.889835,0.0,0.0,0.0
UAcc,121794053629169,1684598668272,0.18634106,0.051146585,9.889835,0.0,0.0,0.0
UAcc,121794056247086,1684598668274,0.20787647,0.058325052,9.918549,0.0,0.0,0.0
UAcc,121794058398857,1684598668277,0.200698,0.060717873,9.863514,0.0,0.0,0.0
UAcc,121794061311721,1684598668279,0.18634106,0.063110694,9.894621,0.0,0.0,0.0
UAcc,121794063864794,1684598668282,0.21266212,0.06550352,9.923335,0.0,0.0,0.0
UAcc,121794066490367,1684598668285,0.18873389,0.053539407,9.923335,0.0,0.0,0.0
UAcc,121794068474898,1684598668287,0.19351953,0.041575294,9.904192,0.0,0.0,0.0
UAcc,121794071448804,1684598668290,0.19591236,0.063110694,9.904192,0.0,0.0,0.0
UAcc,121794073551825,1684598668292,0.19830517,0.058325052,9.899406,0.0,0.0,0.0
UAcc,121794076440159,1684598668295,0.22462623,0.060717873,9.901799,0.0,0.0,0.0
UAcc,121794078580992,1684598668297,0.19351953,0.058325052,9.906585,0.0,0.0,0.0
UAcc,121794080825054,1684598668299,0.20548365,0.03678965,9.923335,0.0,0.0,0.0
UAcc,121794083392502,1684598668302,0.19830517,0.070289165,9.918549,0.0,0.0,0.0
UAcc,121794086848648,1684598668305,0.20787647,0.055932228,9.897014,0.0,0.0,0.0
UAcc,121794088259898,1684598668306,0.21505493,0.072681986,9.923335,0.0,0.0,0.0
UAcc,121794091479846,1684598668310,0.20548365,0.051146585,9.904192,0.0,0.0,0.0
UAcc,121794093117346,1684598668311,0.20548365,0.070289165,9.887443,0.0,0.0,0.0
UAcc,121794096079846,1684598668314,0.21266212,0.053539407,9.880263,0.0,0.0,0.0
UAcc,121794098007711,1684598668316,0.18873389,0.060717873,9.880263,0.0,0.0,0.0
UAcc,121794100853961,1684598668319,0.21505493,0.070289165,9.887443,0.0,0.0,0.0
UAcc,121794103429638,1684598668322,0.200698,0.043968115,9.9089775,0.0,0.0,0.0
UAcc,121794106064065,1684598668324,0.20309082,0.055932228,9.904192,0.0,0.0,0.0
UAcc,121794108112398,1684598668326,0.20309082,0.060717873,9.887443,0.0,0.0,0.0
UAcc,121794110560263,1684598668329,0.1911267,0.07507481,9.889835,0.0,0.0,0.0
UAcc,121794112993284,1684598668331,0.17916259,0.055932228,9.916156,0.0,0.0,0.0
UAcc,121794116489742,1684598668335,0.18873389,0.067896344,9.920941,0.0,0.0,0.0
UAcc,121794118893127,1684598668337,0.19830517,0.060717873,9.906585,0.0,0.0,0.0
UAcc,121794120984273,1684598668339,0.19591236,0.051146585,9.904192,0.0,0.0,0.0
UAcc,121794123175054,1684598668341,0.1911267,0.072681986,9.913763,0.0,0.0,0.0
UAcc,121794125793648,1684598668344,0.1911267,0.055932228,9.899406,0.0,0.0,0.0
UAcc,121794127903961,1684598668346,0.2222334,0.024825536,9.9089775,0.0,0.0,0.0
UAcc,121794130361357,1684598668349,0.21984059,0.03918247,9.923335,0.0,0.0,0.0
UAcc,121794134538179,1684598668353,0.200698,0.051146585,9.91137,0.0,0.0,0.0
UAcc,121794135823700,1684598668354,0.21026929,0.058325052,9.904192,0.0,0.0,0.0
UAcc,121794137683804,1684598668356,0.20309082,0.08225328,9.901799,0.0,0.0,0.0
UAcc,121794140383596,1684598668359,0.18873389,0.055932228,9.916156,0.0,0.0,0.0
UAcc,121794143457607,1684598668362,0.18873389,0.04875376,9.9089775,0.0,0.0,0.0
UAcc,121794146168700,1684598668364,0.18394823,0.06550352,9.925728,0.0,0.0,0.0
UAcc,121794147492398,1684598668366,0.18634106,0.06550352,9.913763,0.0,0.0,0.0
UAcc,121794150317867,1684598668368,0.19351953,0.055932228,9.916156,0.0,0.0,0.0
UAcc,121794153744221,1684598668372,0.18394823,0.055932228,9.901799,0.0,0.0,0.0
UAcc,121794155028388,1684598668373,0.2222334,0.051146585,9.918549,0.0,0.0,0.0
UAcc,121794157831929,1684598668376,0.21984059,0.06550352,9.918549,0.0,0.0,0.0
UAcc,121794160436825,1684598668379,0.21984059,0.063110694,9.889835,0.0,0.0,0.0
UAcc,121794163705992,1684598668382,0.21026929,0.043968115,9.928121,0.0,0.0,0.0
UAcc,121794165599898,1684598668384,0.19591236,0.053539407,9.930513,0.0,0.0,0.0
UAcc,121794167515419,1684598668386,0.21505493,0.041575294,9.894621,0.0,0.0,0.0
UAcc,121794170279950,1684598668388,0.18873389,0.053539407,9.877871,0.0,0.0,0.0
UAcc,121794173174013,1684598668391,0.21026929,0.055932228,9.928121,0.0,0.0,0.0
UAcc,121794175335315,1684598668394,0.20309082,0.051146585,9.913763,0.0,0.0,0.0
UAcc,121794177626252,1684598668396,0.18634106,0.04875376,9.892228,0.0,0.0,0.0
UAcc,121794180032971,1684598668398,0.21026929,0.06550352,9.904192,0.0,0.0,0.0
UAcc,121794183132502,1684598668401,0.17676978,0.058325052,9.901799,0.0,0.0,0.0
UAcc,121794185187190,1684598668403,0.18873389,0.04875376,9.901799,0.0,0.0,0.0
UAcc,121794187167606,1684598668405,0.19591236,0.03678965,9.916156,0.0,0.0,0.0
UAcc,121794190050471,1684598668408,0.22701904,0.058325052,9.906585,0.0,0.0,0.0
UAcc,121794193523179,1684598668412,0.200698,0.072681986,9.904192,0.0,0.0,0.0
UAcc,121794195163700,1684598668413,0.19830517,0.07986046,9.904192,0.0,0.0,0.0
UAcc,121794197080263,1684598668415,0.19591236,0.053539407,9.904192,0.0,0.0,0.0
UAcc,121794200215106,1684598668418,0.18394823,0.041575294,9.916156,0.0,0.0,0.0
UAcc,121794203941825,1684598668422,0.19351953,0.06550352,9.904192,0.0,0.0,0.0
UAcc,121794205240054,1684598668423,0.18394823,0.024825536,9.91137,0.0,0.0,0.0
UAcc,121794207259898,1684598668425,0.18873389,0.060717873,9.904192,0.0,0.0,0.0
UAcc,121794209846877,1684598668428,0.1911267,0.060717873,9.880263,0.0,0.0,0.0
UAcc,121794213392086,1684598668432,0.19830517,0.055932228,9.913763,0.0,0.0,0.0
UAcc,121794215195523,1684598668433,0.22701904,0.051146585,9.923335,0.0,0.0,0.0
UAcc,121794216944429,1684598668435,0.20548365,0.04636094,9.887443,0.0,0.0,0.0
UAcc,121794220202919,1684598668438,0.200698,0.063110694,9.887443,0.0,0.0,0.0
UAcc,121794223477711,1684598668442,0.20548365,0.051146585,9.923335,0.0,0.0,0.0
UAcc,121794224899481,1684598668443,0.20548365,0.03918247,9.920941,0.0,0.0,0.0
UAcc,121794226807450,1684598668445,0.19351953,0.041575294,9.88505,0.0,0.0,0.0
UAcc,121794229439742,1684598668448,0.21026929,0.07507481,9.913763,0.0,0.0,0.0
UAcc,121794232924481,1684598668451,0.19830517,0.063110694,9.923335,0.0,0.0,0.0
UAcc,121794234438909,1684598668453,0.18394823,0.04875376,9.9089775,0.0,0.0,0.0
UAcc,121794236786981,1684598668455,0.18394823,0.04636094,9.897014,0.0,0.0,0.0
UAcc,121794239926669,1684598668458,0.20309082,0.072681986,9.932906,0.0,0.0,0.0
UAcc,121794243709950,1684598668462,0.18394823,0.060717873,9.918549,0.0,0.0,0.0
UAcc,121794244871825,1684598668463,0.20309082,0.063110694,9.906585,0.0,0.0,0.0
UAcc,121794246687086,1684598668465,0.17437695,0.072681986,9.923335,0.0,0.0,0.0
UAcc,121794249300679,1684598668467,0.19351953,0.070289165,9.901799,0.0,0.0,0.0
UAcc,121794253306513,1684598668471,0.20787647,0.053539407,9.904192,0.0,0.0,0.0
UAcc,121794253923023,1684598668472,0.20548365,0.04636094,9.904192,0.0,0.0,0.0
UAcc,121794256736981,1684598668475,0.1911267,0.067896344,9.920941,0.0,0.0,0.0
UAcc,121794259102190,1684598668477,0.18394823,0.063110694,9.887443,0.0,0.0,0.0
UAcc,121794261689794,1684598668480,0.20787647,0.077467635,9.904192,0.0,0.0,0.0
UAcc,121794263836981,1684598668482,0.22462623,0.055932228,9.9089775,0.0,0.0,0.0
UAcc,121794266172763,1684598668484,0.19591236,0.063110694,9.916156,0.0,0.0,0.0
UAcc,121794269164221,1684598668487,0.18394823,0.0846461,9.882657,0.0,0.0,0.0
UAcc,121794271224586,1684598668489,0.20787647,0.053539407,9.930513,0.0,0.0,0.0
UAcc,121794274176981,1684598668492,0.19830517,0.04875376,9.913763,0.0,0.0,0.0
UAcc,121794276088440,1684598668494,0.21744776,0.060717873,9.91137,0.0,0.0,0.0
UAcc,121794278554377,1684598668497,0.20787647,0.03678965,9.9089775,0.0,0.0,0.0
UAcc,121794280866461,1684598668499,0.19830517,0.058325052,9.906585,0.0,0.0,0.0
UAcc,121794286285940,1684598668504,0.20787647,0.08703893,9.894621,0.0,0.0,0.0
UAcc,121794286442086,1684598668505,0.19591236,0.055932228,9.889835,0.0,0.0,0.0
UAcc,121794288852034,1684598668507,0.19351953,0.070289165,9.904192,0.0,0.0,0.0
UAcc,121794290601304,1684598668509,0.21026929,0.060717873,9.897014,0.0,0.0,0.0
UAcc,121794293257294,1684598668511,0.200698,0.058325052,9.892228,0.0,0.0,0.0
UAcc,121794295794638,1684598668514,0.19351953,0.04875376,9.901799,0.0,0.0,0.0
UAcc,121794298449950,1684598668517,0.2222334,0.07986046,9.916156,0.0,0.0,0.0
UAcc,121794300822398,1684598668519,0.20548365,0.060717873,9.901799,0.0,0.0,0.0
UAcc,121794303428544,1684598668522,0.18394823,0.027218357,9.91137,0.0,0.0,0.0
UAcc,121794305869534,1684598668524,0.19830517,0.060717873,9.906585,0.0,0.0,0.0
UAcc,121794308617971,1684598668527,0.20309082,0.070289165,9.899406,0.0,0.0,0.0
UAcc,121794311100419,1684598668529,0.21266212,0.060717873,9.889835,0.0,0.0,0.0
UAcc,121794313263023,1684598668531,0.18873389,0.058325052,9.899406,0.0,0.0,0.0
UAcc,121794315973336,1684598668534,0.200698,0.055932228,9.889835,0.0,0.0,0.0
UAcc,121794319288075,1684598668537,0.20548365,0.04875376,9.894621,0.0,0.0,0.0
UAcc,121794320728179,1684598668539,0.1911267,0.063110694,9.906585,0.0,0.0,0.0
UAcc,121794323814638,1684598668542,0.1911267,0.08703893,9.91137,0.0,0.0,0.0
UAcc,121794325651252,1684598668544,0.21266212,0.09182457,9.889835,0.0,0.0,0.0
UAcc,121794328410888,1684598668547,0.19830517,0.070289165,9.913763,0.0,0.0,0.0
UAcc,121794330754429,1684598668549,0.21026929,0.072681986,9.889835,0.0,0.0,0.0
UAcc,121794333010159,1684598668551,0.20787647,0.06550352,9.901799,0.0,0.0,0.0
UAcc,121794335571148,1684598668554,0.19830517,0.04636094,9.897014,0.0,0.0,0.0
UAcc,121794337972138,1684598668556,0.19830517,0.053539407,9.897014,0.0,0.0,0.0
UAcc,121794340441929,1684598668559,0.20548365,0.077467635,9.932906,0.0,0.0,0.0
UAcc,121794343400888,1684598668562,0.18394823,0.08225328,9.904192,0.0,0.0,0.0
UAcc,121794345799742,1684598668564,0.17437695,0.04636094,9.913763,0.0,0.0,0.0
UAcc,121794348456304,1684598668567,0.18155542,0.063110694,9.920941,0.0,0.0,0.0
UAcc,121794350320523,1684598668568,0.18155542,0.09421739,9.916156,0.0,0.0,0.0
UAcc,121794355159377,1684598668573,0.1911267,0.072681986,9.904192,0.0,0.0,0.0
UAcc,121794355925679,1684598668574,0.19351953,0.06550352,9.940084,0.0,0.0,0.0
UAcc,121794357759690,1684598668576,0.20787647,0.060717873,9.913763,0.0,0.0,0.0
UAcc,121794360248544,1684598668578,0.18155542,0.053539407,9.901799,0.0,0.0,0.0
UAcc,121794364007294,1684598668582,0.20787647,0.041575294,9.925728,0.0,0.0,0.0
UAcc,121794365568127,1684598668584,0.21266212,0.04636094,9.901799,0.0,0.0,0.0
UAcc,121794367998908,1684598668586,0.19830517,0.07507481,9.897014,0.0,0.0,0.0
UAcc,121794369924586,1684598668588,0.21744776,0.053539407,9.9089775,0.0,0.0,0.0
UAcc,121794373593648,1684598668592,0.20787647,0.070289165,9.925728,0.0,0.0,0.0
UAcc,121794375174221,1684598668593,0.19591236,0.07986046,9.923335,0.0,0.0,0.0
UAcc,121794377879325,1684598668596,0.18155542,0.043968115,9.897014,0.0,0.0,0.0
UAcc,121794379863440,1684598668598,0.19591236,0.08703893,9.897014,0.0,0.0,0.0
UAcc,121794383810367,1684598668602,0.18634106,0.06550352,9.913763,0.0,0.0,0.0
UAcc,121794385018596,1684598668603,0.18873389,0.063110694,9.920941,0.0,0.0,0.0
UAcc,121794387564377,1684598668606,0.21505493,0.063110694,9.9089775,0.0,0.0,0.0
UAcc,121794390113440,1684598668608,0.20787647,0.060717873,9.899406,0.0,0.0,0.0
UAcc,121794394162294,1684598668612,0.18873389,0.070289165,9.9089775,0.0,0.0,0.0
UAcc,121794394859117,1684598668613,0.19591236,0.06550352,9.897014,0.0,0.0,0.0
UAcc,121794397772658,1684598668616,0.18634106,0.053539407,9.913763,0.0,0.0,0.0
UAcc,121794399850836,1684598668618,0.200698,0.08225328,9.901799,0.0,0.0,0.0
UAcc,121794403320367,1684598668621,0.18155542,0.058325052,9.91137,0.0,0.0,0.0
UAcc,121794404793336,1684598668623,0.18873389,0.07507481,9.906585,0.0,0.0,0.0
UAcc,121794407339950,1684598668626,0.20548365,0.07507481,9.906585,0.0,0.0,0.0
UAcc,121794409730836,1684598668628,0.19591236,0.058325052,9.894621,0.0,0.0,0.0
UAcc,121794413429898,1684598668632,0.21266212,0.04636094,9.894621,0.0,0.0,0.0
UAcc,121794416426825,1684598668635,0.200698,0.053539407,9.91137,0.0,0.0,0.0
UAcc,121794417455211,1684598668636,0.2222334,0.06550352,9.897014,0.0,0.0,0.0
UAcc,121794419641513,1684598668638,0.18155542,0.04636094,9.91137,0.0,0.0,0.0
UAcc,121794424069273,1684598668642,0.200698,0.06550352,9.9089775,0.0,0.0,0.0
UAcc,121794424736669,1684598668643,0.20548365,0.043968115,9.887443,0.0,0.0,0.0
UAcc,121794427468752,1684598668646,0.19830517,0.03918247,9.894621,0.0,0.0,0.0
UAcc,121794429579846,1684598668648,0.18873389,0.04636094,9.906585,0.0,0.0,0.0
UAcc,121794433534950,1684598668652,0.19830517,0.063110694,9.906585,0.0,0.0,0.0
UAcc,121794434259481,1684598668652,0.18155542,0.070289165,9.904192,0.0,0.0,0.0
UAcc,121794436812971,1684598668655,0.21266212,0.053539407,9.899406,0.0,0.0,0.0
UAcc,121794439409638,1684598668658,0.18155542,0.04875376,9.925728,0.0,0.0,0.0
UAcc,121794443783336,1684598668662,0.20548365,0.058325052,9.906585,0.0,0.0,0.0
UAcc,121794444085158,1684598668662,0.22462623,0.07986046,9.925728,0.0,0.0,0.0
UAcc,121794446617138,1684598668665,0.20548365,0.060717873,9.916156,0.0,0.0,0.0
UAcc,121794449021929,1684598668667,0.21744776,0.04875376,9.894621,0.0,0.0,0.0
UAcc,121794453028804,1684598668671,0.20787647,0.04875376,9.873085,0.0,0.0,0.0
UAcc,121794453896669,1684598668672,0.21026929,0.055932228,9.904192,0.0,0.0,0.0
UAcc,121794457243596,1684598668675,0.19591236,0.060717873,9.916156,0.0,0.0,0.0
UAcc,121794459212554,1684598668677,0.19591236,0.055932228,9.897014,0.0,0.0,0.0
UAcc,121794463350367,1684598668682,0.21026929,0.063110694,9.889835,0.0,0.0,0.0
UAcc,121794463853596,1684598668682,0.19830517,0.04875376,9.91137,0.0,0.0,0.0
UAcc,121794466756304,1684598668685,0.20787647,0.04636094,9.906585,0.0,0.0,0.0
UAcc,121794469020731,1684598668687,0.20309082,0.041575294,9.906585,0.0,0.0,0.0
UAcc,121794473816356,1684598668692,0.21026929,0.041575294,9.9089775,0.0,0.0,0.0
UAcc,121794473899429,1684598668692,0.20309082,0.060717873,9.937692,0.0,0.0,0.0
UAcc,121794476747033,1684598668695,0.18155542,0.03918247,9.894621,0.0,0.0,0.0
UAcc,121794478643127,1684598668697,0.18873389,0.043968115,9.906585,0.0,0.0,0.0
UAcc,121794481564325,1684598668700,0.20548365,0.04875376,9.918549,0.0,0.0,0.0
UAcc,121794483691721,1684598668702,0.1911267,0.04636094,9.904192,0.0,0.0,0.0
UAcc,121794486151773,1684598668704,0.19591236,0.058325052,9.889835,0.0,0.0,0.0
UAcc,121794488994533,1684598668707,0.20309082,0.04875376,9.932906,0.0,0.0,0.0
UAcc,121794492996565,1684598668711,0.1911267,0.07507481,9.918549,0.0,0.0,0.0
UAcc,121794494137190,1684598668712,0.20548365,0.07507481,9.9089775,0.0,0.0,0.0
UAcc,121794496093961,1684598668714,0.17437695,0.053539407,9.904192,0.0,0.0,0.0
UAcc,121794498550211,1684598668717,0.19351953,0.07986046,9.904192,0.0,0.0,0.0
UAcc,121794501327711,1684598668720,0.20309082,0.077467635,9.901799,0.0,0.0,0.0
UAcc,121794503679169,1684598668722,0.21744776,0.04875376,9.913763,0.0,0.0,0.0
UAcc,121794506052867,1684598668724,0.19591236,0.03678965,9.916156,0.0,0.0,0.0
UAcc,121794509009898,1684598668727,0.19830517,0.051146585,9.892228,0.0,0.0,0.0
UAcc,121794510908440,1684598668729,0.1911267,0.04875376,9.894621,0.0,0.0,0.0
UAcc,121794513136200,1684598668731,0.19351953,0.060717873,9.904192,0.0,0.0,0.0
UAcc,121794515966148,1684598668734,0.21984059,0.072681986,9.913763,0.0,0.0,0.0
UAcc,121794518047190,1684598668736,0.19830517,0.041575294,9.904192,0.0,0.0,0.0
UAcc,121794520640315,1684598668739,0.17198412,0.02961118,9.892228,0.0,0.0,0.0
UAcc,121794523250211,1684598668741,0.21984059,0.053539407,9.913763,0.0,0.0,0.0
UAcc,121794526201565,1684598668744,0.20309082,0.072681986,9.899406,0.0,0.0,0.0
UAcc,121794528183440,1684598668746,0.17676978,0.04636094,9.882657,0.0,0.0,0.0
UAcc,121794531177658,1684598668749,0.19830517,0.058325052,9.892228,0.0,0.0,0.0
UAcc,121794533046773,1684598668751,0.19830517,0.058325052,9.889835,0.0,0.0,0.0
UAcc,121794536061148,1684598668754,0.19591236,0.07986046,9.899406,0.0,0.0,0.0
UAcc,121794538753544,1684598668757,0.19591236,0.072681986,9.916156,0.0,0.0,0.0
UAcc,121794541251200,1684598668759,0.21505493,0.055932228,9.904192,0.0,0.0,0.0
UAcc,121794543171721,1684598668761,0.19830517,0.041575294,9.901799,0.0,0.0,0.0
UAcc,121794546108023,1684598668764,0.19830517,0.060717873,9.892228,0.0,0.0,0.0
UAcc,121794548105211,1684598668766,0.18634106,0.067896344,9.904192,0.0,0.0,0.0
UAcc,121794551238648,1684598668769,0.21744776,0.070289165,9.901799,0.0,0.0,0.0
UAcc,121794554075471,1684598668772,0.19830517,0.058325052,9.897014,0.0,0.0,0.0
UAcc,121794555972815,1684598668774,0.18634106,0.04875376,9.918549,0.0,0.0,0.0
UAcc,121794557877502,1684598668776,0.19351953,0.067896344,9.9089775,0.0,0.0,0.0
UAcc,121794560393336,1684598668779,0.21744776,0.06550352,9.906585,0.0,0.0,0.0
UAcc,121794562770731,1684598668781,0.19591236,0.07986046,9.925728,0.0,0.0,0.0
UAcc,121794565200471,1684598668783,0.200698,0.07507481,9.901799,0.0,0.0,0.0
UAcc,121794567711461,1684598668786,0.19591236,0.060717873,9.889835,0.0,0.0,0.0
UAcc,121794570226929,1684598668788,0.20309082,0.051146585,9.906585,0.0,0.0,0.0
UAcc,121794574759013,1684598668793,0.200698,0.067896344,9.918549,0.0,0.0,0.0
UAcc,121794575395783,1684598668794,0.200698,0.063110694,9.894621,0.0,0.0,0.0
UAcc,121794577780575,1684598668796,0.19351953,0.051146585,9.894621,0.0,0.0,0.0
UAcc,121794580788023,1684598668799,0.18155542,0.04636094,9.916156,0.0,0.0,0.0
UAcc,121794583528908,1684598668802,0.1911267,0.051146585,9.892228,0.0,0.0,0.0
UAcc,121794585543127,1684598668804,0.200698,0.063110694,9.887443,0.0,0.0,0.0
UAcc,121794587830210,1684598668806,0.20548365,0.058325052,9.904192,0.0,0.0,0.0
UAcc,121794596058492,1684598668814,0.20309082,0.04875376,9.892228,0.0,0.0,0.0
UAcc,121794596413856,1684598668815,0.20309082,0.058325052,9.892228,0.0,0.0,0.0
UAcc,121794596778492,1684598668815,0.18634106,0.03918247,9.904192,0.0,0.0,0.0
UAcc,121794597711929,1684598668816,0.200698,0.053539407,9.923335,0.0,0.0,0.0
UAcc,121794599958700,1684598668818,0.2222334,0.067896344,9.913763,0.0,0.0,0.0
UAcc,121794603345835,1684598668822,0.17437695,0.06550352,9.889835,0.0,0.0,0.0
UAcc,121794605318804,1684598668823,0.19830517,0.06550352,9.9089775,0.0,0.0,0.0
UAcc,121794607273960,1684598668825,0.20787647,0.072681986,9.913763,0.0,0.0,0.0
UAcc,121794610348804,1684598668829,0.20309082,0.03678965,9.894621,0.0,0.0,0.0
UAcc,121794613648908,1684598668832,0.18634106,0.063110694,9.906585,0.0,0.0,0.0
UAcc,121794615736565,1684598668834,0.20787647,0.067896344,9.897014,0.0,0.0,0.0
UAcc,121794617242971,1684598668835,0.200698,0.027218357,9.91137,0.0,0.0,0.0
UAcc,121794620113492,1684598668838,0.20548365,0.041575294,9.904192,0.0,0.0,0.0
UAcc,121794622816773,1684598668841,0.20787647,0.070289165,9.918549,0.0,0.0,0.0
UAcc,121794625004377,1684598668843,0.20548365,0.072681986,9.901799,0.0,0.0,0.0
UAcc,121794627065106,1684598668845,0.21266212,0.058325052,9.904192,0.0,0.0,0.0
UAcc,121794630310419,1684598668848,0.21026929,0.032004002,9.906585,0.0,0.0,0.0
UAcc,121794633157242,1684598668851,0.21984059,0.03678965,9.899406,0.0,0.0,0.0
UAcc,121794635072971,1684598668853,0.19351953,0.032004002,9.892228,0.0,0.0,0.0
UAcc,121794636865471,1684598668855,0.200698,0.07507481,9.894621,0.0,0.0,0.0
UAcc,121794639797710,1684598668858,0.18873389,0.03678965,9.928121,0.0,0.0,0.0
UAcc,121794643321200,1684598668861,0.200698,0.04636094,9.899406,0.0,0.0,0.0
UAcc,121794644281721,1684598668862,0.18873389,0.032004002,9.913763,0.0,0.0,0.0
UAcc,121794647042554,1684598668865,0.18634106,0.051146585,9.9089775,0.0,0.0,0.0
UAcc,121794649442242,1684598668868,0.21505493,0.072681986,9.889835,0.0,0.0,0.0
