UncalAccel,elapsedRealtimeNanos,utcTimeMillis,UncalAccelXMps2,UncalAccelYMps2,UncalAccelZMps2,BiasXMps2,BiasYMps2,BiasZMps2
UAcc,165465719352262,1684642339938,0.13848461,0.24735804,9.930513,0.0,0.0,0.0
UAcc,165465720523303,1684642339939,0.13130614,0.2425724,9.947263,0.0,0.0,0.0
UAcc,165465723238460,1684642339941,0.1265205,0.2114657,9.952048,0.0,0.0,0.0
UAcc,165465725987366,1684642339944,0.13848461,0.24017957,9.937692,0.0,0.0,0.0
UAcc,165465729499137,1684642339948,0.14087744,0.2545365,9.930513,0.0,0.0,0.0
UAcc,165465730984762,1684642339949,0.14566308,0.2330011,9.925728,0.0,0.0,0.0
UAcc,165465734481220,1684642339953,0.14566308,0.22821546,9.9089775,0.0,0.0,0.0
UAcc,165465735625491,1684642339954,0.13369897,0.22821546,9.925728,0.0,0.0,0.0
UAcc,165465739316116,1684642339957,0.13609178,0.2425724,9.920941,0.0,0.0,0.0
UAcc,165465740625960,1684642339959,0.16002001,0.2641078,9.930513,0.0,0.0,0.0
UAcc,165465743036532,1684642339961,0.11216356,0.26650062,9.913763,0.0,0.0,0.0
UAcc,165465745306064,1684642339963,0.16002001,0.22821546,9.91137,0.0,0.0,0.0
UAcc,165465751688980,1684642339970,0.1265205,0.2330011,9.925728,0.0,0.0,0.0
UAcc,165465751712730,1684642339970,0.12173485,0.27846473,9.894621,0.0,0.0,0.0
UAcc,165465752839814,1684642339971,0.12891331,0.26650062,9.873085,0.0,0.0,0.0
UAcc,165465755635074,1684642339974,0.13609178,0.2545365,9.897014,0.0,0.0,0.0
UAcc,165465759598720,1684642339978,0.17916259,0.24735804,9.913763,0.0,0.0,0.0
UAcc,165465760205126,1684642339978,0.17676978,0.24975087,9.9089775,0.0,0.0,0.0
UAcc,165465762793772,1684642339981,0.14087744,0.23778675,9.923335,0.0,0.0,0.0
UAcc,165465765386845,1684642339984,0.1480559,0.2545365,9.873085,0.0,0.0,0.0
UAcc,165465768720543,1684642339987,0.12891331,0.23539393,9.9089775,0.0,0.0,0.0
UAcc,165465769987314,1684642339988,0.1480559,0.21385853,9.935299,0.0,0.0,0.0
UAcc,165465772551012,1684642339991,0.12173485,0.2330011,9.920941,0.0,0.0,0.0
UAcc,165465776550126,1684642339995,0.11455639,0.22582264,9.932906,0.0,0.0,0.0
UAcc,165465780637470,1684642339999,0.11216356,0.19471595,9.920941,0.0,0.0,0.0
UAcc,165465780777835,1684642339999,0.10977074,0.24017957,9.930513,0.0,0.0,0.0
UAcc,165465782456376,1684642340001,0.104985096,0.21625134,9.959227,0.0,0.0,0.0
UAcc,165465784959501,1684642340003,0.07148558,0.21385853,9.932906,0.0,0.0,0.0
UAcc,165465788626116,1684642340007,0.06430711,0.19710876,9.930513,0.0,0.0,0.0
